u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry,Cost of returning,Edge Betweenness,junction,access,tunnel,width,est_width,service
269092879,1394735582,0,125607452,False,,,,residential,,False,7.031,,"LINESTRING (-3.1548115 51.5077846, -3.1547137 51.5077675)",1.2115073339498563,0.00019786307874950534,,,,,,
269092879,269092844,0,24762049,False,,,,residential,,False,35.799,,"LINESTRING (-3.1548115 51.5077846, -3.1550234 51.5077169, -3.1550586 51.507708, -3.1550752 51.5077038, -3.1551161 51.5076987, -3.1551456 51.5076994, -3.1552968 51.5077087)",1.4627332431647266,0.0005933542909739273,,,,,,
269092949,269092950,0,24762064,False,,,Chapel Wood,residential,,False,17.649,,"LINESTRING (-3.1526673 51.5110654, -3.1526021 51.511032, -3.1525532 51.5109965, -3.1525059 51.5109449)",1.4863019371893649,0.004923082441278757,,,,,,
269092949,266231805,0,24762064,False,,,Chapel Wood,residential,,True,63.63499999999999,,"LINESTRING (-3.1526673 51.5110654, -3.1527349 51.5110838, -3.1528114 51.5110956, -3.1529005 51.5110974, -3.1530109 51.5110911, -3.153271 51.5110652, -3.1535707 51.5110353)",1.510526422618355,0.005706233356574642,,,,,,
269092949,269093085,0,24762095,False,,,Chapel Wood,residential,,True,54.973,,"LINESTRING (-3.1526673 51.5110654, -3.1525651 51.5111584, -3.1525492 51.5111917, -3.1525552 51.5112292, -3.1525577 51.5112417, -3.1525995 51.5114553, -3.1526068 51.5114926, -3.1525956 51.5115162, -3.1525756 51.511531)",1.4627354309635376,0.0005933542909739273,,,,,,
269092950,269093063,0,24762091,False,,,Chapel Wood,residential,,True,61.669,,"LINESTRING (-3.1525059 51.5109449, -3.1516237 51.5110232)",1.2415495612042222,0.00019786307874950534,,,,,,
269092950,269092951,0,24762064,False,,,Chapel Wood,residential,,False,42.08,,"LINESTRING (-3.1525059 51.5109449, -3.1524824 51.5108603, -3.152419 51.5105704)",1.4635101559268402,0.004531037093081637,,,,,,
269092950,269092949,0,24762064,False,,,Chapel Wood,residential,,True,17.649,,"LINESTRING (-3.1525059 51.5109449, -3.1525532 51.5109965, -3.1526021 51.511032, -3.1526673 51.5110654)",1.4863019371893655,0.004923082441278757,,,,,,
269092951,269092952,0,24762064,False,,,Chapel Wood,residential,,False,12.156,,"LINESTRING (-3.152419 51.5105704, -3.1523939 51.5104622)",1.4854162429201598,0.004138678484518398,,,,,,
269092951,269092950,0,24762064,False,,,Chapel Wood,residential,,True,42.08,,"LINESTRING (-3.152419 51.5105704, -3.1524824 51.5108603, -3.1525059 51.5109449)",1.4635101559268402,0.004531037093081637,,,,,,
269092951,269093057,0,24762089,False,,,Chapel Wood,residential,,True,60.027,,"LINESTRING (-3.152419 51.5105704, -3.1525372 51.5105651, -3.1525871 51.5105702, -3.152627 51.5105938, -3.1526484 51.5106209, -3.152662 51.5106501, -3.1526484 51.510771, -3.1526635 51.5108374, -3.1526976 51.5109874)",1.2415303778219253,0.00019786307874950534,,,,,,
269092952,269092951,0,24762064,False,,,Chapel Wood,residential,,True,12.156,,"LINESTRING (-3.1523939 51.5104622, -3.152419 51.5105704)",1.485416242920159,0.004138678484518398,,,,,,
269092952,269092958,0,24762064,False,,,Chapel Wood,residential,,False,152.325,,"LINESTRING (-3.1523939 51.5104622, -3.1523794 51.5103871, -3.1523515 51.5102424, -3.1523258 51.5101278, -3.1523052 51.5100658, -3.152274 51.5100109, -3.1522232 51.5099584, -3.1521656 51.5099113, -3.1520731 51.5098519, -3.1519751 51.5098084, -3.1518723 51.5097787, -3.1517485 51.5097539, -3.1516464 51.5097373, -3.1515288 51.5097176, -3.1514473 51.5097093, -3.1513421 51.5097047, -3.1511935 51.5097053, -3.1509839 51.5097131)",1.4854004814349697,0.003353021486293567,,,,,,
269092952,269093050,0,24762082,False,,,Chapel Wood,residential,,True,15.920000000000002,,"LINESTRING (-3.1523939 51.5104622, -3.1522705 51.5104717, -3.1521656 51.5104798)",1.4618352035754663,0.0005933542909739273,,,,,,
269092958,269092959,0,24762064,False,,,Chapel Wood,residential,,False,66.62,,"LINESTRING (-3.1509839 51.5097131, -3.1500282 51.5097849)",1.462629403546723,0.0029597230966319733,,,,,,
269092958,269092952,0,24762064,False,,,Chapel Wood,residential,,True,152.325,,"LINESTRING (-3.1509839 51.5097131, -3.1511935 51.5097053, -3.1513421 51.5097047, -3.1514473 51.5097093, -3.1515288 51.5097176, -3.1516464 51.5097373, -3.1517485 51.5097539, -3.1518723 51.5097787, -3.1519751 51.5098084, -3.1520731 51.5098519, -3.1521656 51.5099113, -3.1522232 51.5099584, -3.152274 51.5100109, -3.1523052 51.5100658, -3.1523258 51.5101278, -3.1523515 51.5102424, -3.1523794 51.5103871, -3.1523939 51.5104622)",1.4854004814349697,0.003353021486293567,,,,,,
269092958,269093024,0,24762080,False,,,Chapel Wood,residential,,True,35.632,,"LINESTRING (-3.1509839 51.5097131, -3.1509941 51.5097716, -3.1510521 51.5100307)",1.2415112219279374,0.00019786307874950534,,,,,,
269092959,269092958,0,24762064,False,,,Chapel Wood,residential,,True,66.62,,"LINESTRING (-3.1500282 51.5097849, -3.1509839 51.5097131)",1.462629403546723,0.0029597230966319733,,,,,,
269092959,269092963,0,24762064,False,,,Chapel Wood,residential,,False,122.533,,"LINESTRING (-3.1500282 51.5097849, -3.1498894 51.5097969, -3.1496689 51.5098146, -3.1490884 51.5098571, -3.1489939 51.5098671, -3.1489276 51.5098801, -3.1488585 51.5099155, -3.1488223 51.5099488, -3.1487895 51.510002, -3.1487728 51.5100399, -3.1486802 51.5102496)",1.4617805386072023,0.0025661114466042616,,,,,,
269092959,269093020,0,24762078,False,,,Chapel Wood,residential,,True,81.256,,"LINESTRING (-3.1500282 51.5097849, -3.1500401 51.5098345, -3.1500836 51.5100263, -3.1501098 51.5102204, -3.1500047 51.5105051)",1.2405019671130564,0.00019786307874950534,,,,,,
269092963,269092964,0,24762064,False,,,Chapel Wood,residential,,False,59.293000000000006,,"LINESTRING (-3.1486802 51.5102496, -3.1485884 51.5104605, -3.1485474 51.5105549, -3.1484563 51.5107643)",1.461764703250255,0.0021721865362104315,,,,,,
269092963,269092959,0,24762064,False,,,Chapel Wood,residential,,True,122.53299999999999,,"LINESTRING (-3.1486802 51.5102496, -3.1487728 51.5100399, -3.1487895 51.510002, -3.1488223 51.5099488, -3.1488585 51.5099155, -3.1489276 51.5098801, -3.1489939 51.5098671, -3.1490884 51.5098571, -3.1496689 51.5098146, -3.1498894 51.5097969, -3.1500282 51.5097849)",1.4617805386072023,0.0025661114466042616,,,,,,
269092963,269093013,0,24762072,False,,,Chapel Wood,residential,,True,40.073,,"LINESTRING (-3.1486802 51.5102496, -3.1488473 51.5102782, -3.148929 51.5102923, -3.1492382 51.5103459)",1.2404832255151426,0.00019786307874950534,,,,,,
269092964,269093006,0,24762071,False,,,Chapel Wood,residential,,True,35.886,,"LINESTRING (-3.1484563 51.5107643, -3.1479587 51.5106735)",1.240483011350879,0.00019786307874950534,,,,,,
269092964,269092967,0,24762064,False,,,Chapel Wood,residential,,False,45.227000000000004,,"LINESTRING (-3.1484563 51.5107643, -3.1483641 51.5109681, -3.1483525 51.5110089, -3.1483564 51.5110484, -3.1483655 51.5110828, -3.148385 51.5111149, -3.1484232 51.5111529)",1.4617643420914026,0.001777948365450483,,,,,,
269092964,269092963,0,24762064,False,,,Chapel Wood,residential,,True,59.293,,"LINESTRING (-3.1484563 51.5107643, -3.1485474 51.5105549, -3.1485884 51.5104605, -3.1486802 51.5102496)",1.4617647032502559,0.0021721865362104315,,,,,,
269092967,269092969,0,24762064,False,,,Chapel Wood,residential,,False,24.273,,"LINESTRING (-3.1484232 51.5111529, -3.1484712 51.5111808, -3.1485096 51.5111948, -3.1485616 51.5112107, -3.1486165 51.51122, -3.1487374 51.5112415)",1.461748330776479,0.001383396934324416,,,,,,
269092967,269092964,0,24762064,False,,,Chapel Wood,residential,,True,45.227,,"LINESTRING (-3.1484232 51.5111529, -3.148385 51.5111149, -3.1483655 51.5110828, -3.1483564 51.5110484, -3.1483525 51.5110089, -3.1483641 51.5109681, -3.1484563 51.5107643)",1.4617643420914026,0.001777948365450483,,,,,,
269092967,269092987,0,24762069,False,,,Chapel Wood,residential,,True,53.289,,"LINESTRING (-3.1484232 51.5111529, -3.1483726 51.5111713, -3.1483378 51.5111914, -3.1483004 51.5112182, -3.1482808 51.5112484, -3.1482392 51.5113444, -3.1481374 51.5115818)",1.2404827955928523,0.00019786307874950534,,,,,,
269092969,269092970,0,24762064,False,,,Chapel Wood,residential,,False,41.283,,"LINESTRING (-3.1487374 51.5112415, -3.1490864 51.5113008, -3.1493131 51.5113388)",1.4608836450494105,0.0009885322428322308,,,,,,
269092969,269092967,0,24762064,False,,,Chapel Wood,residential,,True,24.273000000000003,,"LINESTRING (-3.1487374 51.5112415, -3.1486165 51.51122, -3.1485616 51.5112107, -3.1485096 51.5111948, -3.1484712 51.5111808, -3.1484232 51.5111529)",1.4617483307764803,0.001383396934324416,,,,,,
269092969,269092986,0,24762068,False,,,Chapel Wood,residential,,True,47.936,,"LINESTRING (-3.1487374 51.5112415, -3.1487753 51.5111579, -3.1489255 51.5108266)",1.2404638460298305,0.00019786307874950534,,,,,,
269092970,269092971,0,24762064,False,,,Chapel Wood,residential,,False,30.23,,"LINESTRING (-3.1493131 51.5113388, -3.1494112 51.5113553, -3.1494688 51.5113649, -3.1497349 51.5114095)",1.4369083639386158,0.0005933542909739273,,,,,,
269092970,269092969,0,24762064,False,,,Chapel Wood,residential,,True,41.283,,"LINESTRING (-3.1493131 51.5113388, -3.1490864 51.5113008, -3.1487374 51.5112415)",1.4608836450494103,0.0009885322428322308,,,,,,
269092970,269092985,0,24762067,False,,,Chapel Wood,residential,,True,38.569,,"LINESTRING (-3.1493131 51.5113388, -3.1492358 51.5115136, -3.1491657 51.5116733)",1.2394356127403108,0.00019786307874950534,,,,,,
269092971,269092974,0,24762064,False,,,Chapel Wood,residential,,False,110.393,,"LINESTRING (-3.1497349 51.5114095, -3.1500158 51.5114611, -3.1502197 51.5114985, -3.1503431 51.5115212, -3.1504133 51.5115304, -3.1504681 51.5115293, -3.1505236 51.5115132, -3.150576 51.5114871, -3.1506037 51.511457, -3.1507621 51.5110644)",1.2104149917688707,0.00019786307874950534,,,,,,
269092971,269092970,0,24762064,False,,,Chapel Wood,residential,,True,30.23,,"LINESTRING (-3.1497349 51.5114095, -3.1494688 51.5113649, -3.1494112 51.5113553, -3.1493131 51.5113388)",1.4369083639386158,0.0005933542909739273,,,,,,
269092971,269092984,0,24762066,False,,,Chapel Wood,residential,,True,50.151,,"LINESTRING (-3.1497349 51.5114095, -3.1497641 51.511341, -3.149921 51.5109736)",1.2104149917688702,0.00019786307874950534,,,,,,
269092974,269092971,0,24762064,False,,,Chapel Wood,residential,,True,110.393,,"LINESTRING (-3.1507621 51.5110644, -3.1506037 51.511457, -3.150576 51.5114871, -3.1505236 51.5115132, -3.1504681 51.5115293, -3.1504133 51.5115304, -3.1503431 51.5115212, -3.1502197 51.5114985, -3.1500158 51.5114611, -3.1497349 51.5114095)",1.2104149917688705,0.00019786307874950534,,,,,,
269092984,269092971,0,24762066,False,,,Chapel Wood,residential,,False,50.151,,"LINESTRING (-3.149921 51.5109736, -3.1497641 51.511341, -3.1497349 51.5114095)",1.2104149917688702,0.00019786307874950534,,,,,,
269092985,269092970,0,24762067,False,,,Chapel Wood,residential,,False,38.569,,"LINESTRING (-3.1491657 51.5116733, -3.1492358 51.5115136, -3.1493131 51.5113388)",1.2394356127403106,0.00019786307874950534,,,,,,
269092986,269092969,0,24762068,False,,,Chapel Wood,residential,,False,47.936,,"LINESTRING (-3.1489255 51.5108266, -3.1487753 51.5111579, -3.1487374 51.5112415)",1.2404638460298307,0.00019786307874950534,,,,,,
269092987,269092967,0,24762069,False,,,Chapel Wood,residential,,False,53.289,,"LINESTRING (-3.1481374 51.5115818, -3.1482392 51.5113444, -3.1482808 51.5112484, -3.1483004 51.5112182, -3.1483378 51.5111914, -3.1483726 51.5111713, -3.1484232 51.5111529)",1.2404827955928528,0.00019786307874950534,,,,,,
269093006,269092964,0,24762071,False,,,Chapel Wood,residential,,False,35.886,,"LINESTRING (-3.1479587 51.5106735, -3.1484563 51.5107643)",1.240483011350879,0.00019786307874950534,,,,,,
269093013,269092963,0,24762072,False,,,Chapel Wood,residential,,False,40.073,,"LINESTRING (-3.1492382 51.5103459, -3.148929 51.5102923, -3.1488473 51.5102782, -3.1486802 51.5102496)",1.2404832255151426,0.00019786307874950534,,,,,,
269093020,269092959,0,24762078,False,,,Chapel Wood,residential,,False,81.256,,"LINESTRING (-3.1500047 51.5105051, -3.1501098 51.5102204, -3.1500836 51.5100263, -3.1500401 51.5098345, -3.1500282 51.5097849)",1.2405019671130564,0.00019786307874950534,,,,,,
269093024,269092958,0,24762080,False,,,Chapel Wood,residential,,False,35.632,,"LINESTRING (-3.1510521 51.5100307, -3.1509941 51.5097716, -3.1509839 51.5097131)",1.2415112219279374,0.00019786307874950534,,,,,,
269093049,269093050,0,24762086,False,,,Chapel Wood,residential,,False,40.152,,"LINESTRING (-3.1520962 51.5101213, -3.1521656 51.5104798)",1.2114874823202664,0.00019786307874950534,,,,,,
269093050,269093049,0,24762086,False,,,Chapel Wood,residential,,True,40.152,,"LINESTRING (-3.1521656 51.5104798, -3.1520962 51.5101213)",1.2114874823202664,0.00019786307874950534,,,,,,
269093050,269092952,0,24762082,False,,,Chapel Wood,residential,,False,15.920000000000002,,"LINESTRING (-3.1521656 51.5104798, -3.1522705 51.5104717, -3.1523939 51.5104622)",1.4618352035754663,0.0005933542909739273,,,,,,
269093050,2572201597,0,24762082,False,,,Chapel Wood,residential,,True,89.15799999999999,,"LINESTRING (-3.1521656 51.5104798, -3.1518813 51.5105056, -3.1511398 51.5105729, -3.1510538 51.5105859, -3.1509855 51.5106051, -3.1509117 51.5106352)",1.2114874823202664,0.00019786307874950534,,,,,,
269093057,269092951,0,24762089,False,,,Chapel Wood,residential,,False,60.026999999999994,,"LINESTRING (-3.1526976 51.5109874, -3.1526635 51.5108374, -3.1526484 51.510771, -3.152662 51.5106501, -3.1526484 51.5106209, -3.152627 51.5105938, -3.1525871 51.5105702, -3.1525372 51.5105651, -3.152419 51.5105704)",1.241530377821926,0.00019786307874950534,,,,,,
269093063,269092950,0,24762091,False,,,Chapel Wood,residential,,False,61.669,,"LINESTRING (-3.1516237 51.5110232, -3.1525059 51.5109449)",1.2415495612042218,0.00019786307874950534,,,,,,
269093082,269093085,0,24762095,False,,,Chapel Wood,residential,,False,41.394,,"LINESTRING (-3.1519864 51.5115927, -3.1521823 51.5115736, -3.1522811 51.5115639, -3.1524934 51.5115432, -3.1525478 51.5115378, -3.1525756 51.511531)",1.2115073575719049,0.00019786307874950534,,,,,,
269093085,269092949,0,24762095,False,,,Chapel Wood,residential,,False,54.973,,"LINESTRING (-3.1525756 51.511531, -3.1525956 51.5115162, -3.1526068 51.5114926, -3.1525995 51.5114553, -3.1525577 51.5112417, -3.1525552 51.5112292, -3.1525492 51.5111917, -3.1525651 51.5111584, -3.1526673 51.5110654)",1.4627354309635388,0.0005933542909739273,,,,,,
269093085,269093082,0,24762095,False,,,Chapel Wood,residential,,True,41.394,,"LINESTRING (-3.1525756 51.511531, -3.1525478 51.5115378, -3.1524934 51.5115432, -3.1522811 51.5115639, -3.1521823 51.5115736, -3.1519864 51.5115927)",1.2115073575719058,0.00019786307874950534,,,,,,
269093085,269093096,0,24762099,False,,,Chapel Wood,residential,,False,19.258,,"LINESTRING (-3.1525756 51.511531, -3.1526246 51.5115825, -3.1526504 51.5116947)",1.211507357571906,0.00019786307874950534,,,,,,
269093096,269093085,0,24762099,False,,,Chapel Wood,residential,,True,19.258,,"LINESTRING (-3.1526504 51.5116947, -3.1526246 51.5115825, -3.1525756 51.511531)",1.2115073575719053,0.00019786307874950534,,,,,,
269093142,1394933148,0,24762116,False,,,Ael-y-Bryn,residential,,True,110.32099999999998,,"LINESTRING (-3.1576503 51.5111161, -3.1575314 51.5111068, -3.1574984 51.511103, -3.1574628 51.5110989, -3.1573827 51.5110843, -3.1573026 51.511069, -3.1572452 51.5110533, -3.1571969 51.5110317, -3.156434 51.510645, -3.1563505 51.510708)",1.2404827972406844,0.00019786307874950534,,,,,,
269093142,269093496,0,96694780,False,,,Ael-y-Bryn,residential,,False,92.318,,"LINESTRING (-3.1576503 51.5111161, -3.1576627 51.511067, -3.1576708 51.5110156, -3.1576798 51.5109425, -3.1576841 51.510734, -3.1576954 51.5104509, -3.1577003 51.5103388, -3.1577141 51.5102878)",1.461764524799642,0.001777948365450483,,,,,,
269093142,269093147,0,96694780,False,,,Ael-y-Bryn,residential,,True,174.36300000000003,,"LINESTRING (-3.1576503 51.5111161, -3.1576299 51.5111794, -3.1576074 51.5112476, -3.1575837 51.5112988, -3.1575655 51.5113271, -3.1575397 51.5113523, -3.157507 51.5113778, -3.157355 51.5114639, -3.1572458 51.5115245, -3.1572001 51.5115452, -3.1571481 51.511567, -3.1571001 51.5115825, -3.1570559 51.5115933, -3.1570072 51.5116011, -3.1569365 51.5116092, -3.1568701 51.511613, -3.1568645 51.5116126, -3.1568163 51.5116095, -3.1567625 51.511602, -3.1567097 51.511591, -3.156655 51.5115732, -3.1565757 51.5115348, -3.1559861 51.5111959, -3.1559224 51.5111567, -3.1558883 51.5111374, -3.1558498 51.5111268)",1.4617483321727034,0.001383396934324416,,,,,,
269093147,269093155,0,24762117,False,,,Ael-y-Bryn,residential,,False,43.193000000000005,,"LINESTRING (-3.1558498 51.5111268, -3.1558252 51.5111249, -3.1557841 51.5111262, -3.155754 51.5111289, -3.1556906 51.5111433, -3.1554661 51.5111972, -3.1554089 51.5112109, -3.1553852 51.5112166, -3.155358 51.5112216, -3.1552576 51.5112399)",1.460883645057129,0.0009885322428322308,,,,,,
269093147,269093142,0,96694780,False,,,Ael-y-Bryn,residential,,False,174.36300000000003,,"LINESTRING (-3.1558498 51.5111268, -3.1558883 51.5111374, -3.1559224 51.5111567, -3.1559861 51.5111959, -3.1565757 51.5115348, -3.156655 51.5115732, -3.1567097 51.511591, -3.1567625 51.511602, -3.1568163 51.5116095, -3.1568645 51.5116126, -3.1568701 51.511613, -3.1569365 51.5116092, -3.1570072 51.5116011, -3.1570559 51.5115933, -3.1571001 51.5115825, -3.1571481 51.511567, -3.1572001 51.5115452, -3.1572458 51.5115245, -3.157355 51.5114639, -3.157507 51.5113778, -3.1575397 51.5113523, -3.1575655 51.5113271, -3.1575837 51.5112988, -3.1576074 51.5112476, -3.1576299 51.5111794, -3.1576503 51.5111161)",1.4617483321727034,0.001383396934324416,,,,,,
269093147,269093148,0,96694780,False,,,Ael-y-Bryn,residential,,True,71.318,,"LINESTRING (-3.1558498 51.5111268, -3.1558557 51.5110921, -3.1558539 51.5110612, -3.1558394 51.5109839, -3.1558379 51.5109754, -3.155747 51.5104895)",1.2404638460389303,0.00019786307874950534,,,,,,
269093148,269093147,0,96694780,False,,,Ael-y-Bryn,residential,,False,71.318,,"LINESTRING (-3.155747 51.5104895, -3.1558379 51.5109754, -3.1558394 51.5109839, -3.1558539 51.5110612, -3.1558557 51.5110921, -3.1558498 51.5111268)",1.2404638460389301,0.00019786307874950534,,,,,,
269093155,269093168,0,24762120,False,,,Ael-y-Bryn,residential,,True,59.929,,"LINESTRING (-3.1552576 51.5112399, -3.1553434 51.5117762)",1.239435612740349,0.00019786307874950534,,,,,,
269093155,269093157,0,24762117,False,,,Ael-y-Bryn,residential,,False,69.341,,"LINESTRING (-3.1552576 51.5112399, -3.1551548 51.5112485, -3.1547518 51.5112839, -3.1546138 51.5112935, -3.1544071 51.5113079, -3.1542636 51.511318)",1.4369083639386488,0.0005933542909739273,,,,,,
269093155,269093147,0,24762117,False,,,Ael-y-Bryn,residential,,True,43.193,,"LINESTRING (-3.1552576 51.5112399, -3.155358 51.5112216, -3.1553852 51.5112166, -3.1554089 51.5112109, -3.1554661 51.5111972, -3.1556906 51.5111433, -3.155754 51.5111289, -3.1557841 51.5111262, -3.1558252 51.5111249, -3.1558498 51.5111268)",1.4608836450571294,0.0009885322428322308,,,,,,
269093157,269093158,0,24762117,False,,,Ael-y-Bryn,residential,,False,60.415,,"LINESTRING (-3.1542636 51.511318, -3.1543821 51.5118563)",1.2104149917688702,0.00019786307874950534,,,,,,
269093157,269093155,0,24762117,False,,,Ael-y-Bryn,residential,,True,69.341,,"LINESTRING (-3.1542636 51.511318, -3.1544071 51.5113079, -3.1546138 51.5112935, -3.1547518 51.5112839, -3.1551548 51.5112485, -3.1552576 51.5112399)",1.4369083639386488,0.0005933542909739273,,,,,,
269093157,2644276389,0,259095217,False,,,,residential,,False,10.982,,"LINESTRING (-3.1542636 51.511318, -3.1541681 51.5113244, -3.1541058 51.5113285)",1.2104149917688705,0.00019786307874950534,,,,,,
269093158,269093157,0,24762117,False,,,Ael-y-Bryn,residential,,True,60.415,,"LINESTRING (-3.1543821 51.5118563, -3.1542636 51.511318)",1.2104149917688707,0.00019786307874950534,,,,,,
269093168,269093155,0,24762120,False,,,Ael-y-Bryn,residential,,False,59.929,,"LINESTRING (-3.1553434 51.5117762, -3.1552576 51.5112399)",1.2394356127403487,0.00019786307874950534,,,,,,
269093194,269093195,0,24762139,False,,,Ael-y-Bryn,residential,,True,21.729,,"LINESTRING (-3.1557258 51.5096217, -3.155928 51.5094722)",1.4617485148674516,0.001383396934324416,,,,,,
269093194,269093437,0,24762139,False,,,Ael-y-Bryn,residential,,False,59.784,,"LINESTRING (-3.1557258 51.5096217, -3.1556909 51.5096571, -3.1556623 51.5096932, -3.1556188 51.5097569, -3.1556126 51.5097702, -3.1556082 51.5097795, -3.1556018 51.5098073, -3.1555994 51.5098318, -3.1556059 51.5098729, -3.1556117 51.5099014, -3.1556243 51.5099608, -3.1556334 51.5100035, -3.1556622 51.5101398)",1.4608836464541148,0.0009885322428322308,,,,,,
269093194,1394933195,0,24762146,False,,,Coed Edeyrn,residential,,False,77.504,,"LINESTRING (-3.1557258 51.5096217, -3.1551996 51.5094339, -3.1551452 51.5094145, -3.1550657 51.5093895, -3.1549752 51.5093777, -3.1548143 51.5093777, -3.1548213 51.5094449)",1.2404638476867114,0.00019786307874950534,,,,,,
269093195,269093194,0,24762139,False,,,Ael-y-Bryn,residential,,False,21.729,,"LINESTRING (-3.155928 51.5094722, -3.1557258 51.5096217)",1.4617485148674516,0.001383396934324416,,,,,,
269093195,269093471,0,24762139,False,,,Ael-y-Bryn,residential,,True,70.292,,"LINESTRING (-3.155928 51.5094722, -3.1560142 51.5094136, -3.1561323 51.5093333, -3.156273 51.5092376, -3.1566138 51.5090059)",1.4617807241446026,0.001777948365450483,,,,,,
269093195,1394933026,0,96694770,False,,,Ael-y-Bryn,residential,,True,75.338,,"LINESTRING (-3.155928 51.5094722, -3.1560561 51.5095448, -3.1566476 51.5098812, -3.1566321 51.5098925, -3.1565735 51.5099352)",1.2404830130619924,0.00019786307874950534,,,,,,
269093285,269093286,0,691970825,False,,,Eastside quarter,residential,,False,38.366,,"LINESTRING (-3.1524399 51.5125717, -3.1523494 51.5127564, -3.1522775 51.5129016)",1.2394358321708565,0.00019786307874950534,,,,,,
269093285,269093291,0,691970825,False,,,Eastside quarter,residential,,True,27.552,,"LINESTRING (-3.1524399 51.5125717, -3.1525001 51.5124535, -3.1525122 51.5124298, -3.1525602 51.5123355)",1.4609002367475705,0.0009885322428322308,,,,,,
269093285,6495211547,0,691970829,False,,,Eastside quarter,residential,,True,55.154,,"LINESTRING (-3.1524399 51.5125717, -3.1521734 51.5125218, -3.1518055 51.5124529, -3.1516859 51.5124146)",1.4369085527452286,0.0005933542909739273,,,,,,
269093286,269093285,0,691970825,False,,,Eastside quarter,residential,,True,38.366,,"LINESTRING (-3.1522775 51.5129016, -3.1523494 51.5127564, -3.1524399 51.5125717)",1.239435832170857,0.00019786307874950534,,,,,,
269093287,269093291,0,24762134,False,,,Maelfa,residential,,False,67.001,,"LINESTRING (-3.1532557 51.5126968, -3.1530713 51.5126545, -3.1530024 51.5126114, -3.1529415 51.5125401, -3.1528415 51.5124231, -3.1528194 51.5123972, -3.1527909 51.5123783, -3.1527515 51.5123637, -3.1527143 51.5123567, -3.1525602 51.5123355)",1.2404834712260753,0.00019786307874950534,,,,,,
269093291,269093287,0,24762134,False,,,Maelfa,residential,,True,67.001,,"LINESTRING (-3.1525602 51.5123355, -3.1527143 51.5123567, -3.1527515 51.5123637, -3.1527909 51.5123783, -3.1528194 51.5123972, -3.1528415 51.5124231, -3.1529415 51.5125401, -3.1530024 51.5126114, -3.1530713 51.5126545, -3.1532557 51.5126968)",1.2404834712260762,0.00019786307874950534,,,,,,
269093291,269093285,0,691970825,False,,,Eastside quarter,residential,,False,27.552,,"LINESTRING (-3.1525602 51.5123355, -3.1525122 51.5124298, -3.1525001 51.5124535, -3.1524399 51.5125717)",1.4609002367475699,0.0009885322428322308,,,,,,
269093291,266231804,0,"[691970825, 691970826, 24762133]",False,,,"['Maelfa', 'Eastside quarter']",residential,,True,104.00299999999999,,"LINESTRING (-3.1525602 51.5123355, -3.1526362 51.5121735, -3.1526493 51.5121515, -3.1527275 51.5120679, -3.15281 51.5120324, -3.1528965 51.5120079, -3.1529893 51.5119959, -3.1531041 51.5119866, -3.1537307 51.5119321)",1.4626638322944296,0.001383396934324416,,,,,,
269093331,269093349,0,24762139,False,,,Ael-y-Bryn,residential,,False,53.143,,"LINESTRING (-3.1578781 51.5082407, -3.1576671 51.5083145, -3.1576017 51.5083411, -3.1575365 51.5083699, -3.1574842 51.5083988, -3.1574373 51.5084291, -3.1572858 51.508537)",1.4871664982156376,0.0025661114466042616,,,,,,
269093331,269092764,0,125607467,False,,,Circle Way West,tertiary,,False,219.364,,"LINESTRING (-3.1578781 51.5082407, -3.1577944 51.5081433, -3.1577078 51.5080572, -3.1576677 51.5080203, -3.1575929 51.5079602, -3.1574691 51.5078642, -3.1573476 51.5077823, -3.157245 51.5077199, -3.157109 51.5076466, -3.1570134 51.5075972, -3.1568531 51.5075276, -3.1566489 51.5074572, -3.1565196 51.5074179, -3.1563689 51.507375, -3.1562326 51.5073445, -3.1561063 51.507323, -3.1558586 51.5072875, -3.155599 51.5072592, -3.155323 51.507235)",1.512074060104027,0.005706233356574642,,,,,,
269093331,1394933185,0,125607467,False,,,Circle Way West,tertiary,,True,203.61599999999996,,"LINESTRING (-3.1578781 51.5082407, -3.1579532 51.5083364, -3.1580308 51.5084523, -3.158079 51.5085339, -3.1581358 51.50864, -3.1582081 51.5087975, -3.1583139 51.5090408, -3.1583323 51.5090858, -3.1584281 51.5093204, -3.1584477 51.5093714, -3.1584934 51.5094904, -3.1585535 51.5096827, -3.1585884 51.5098298, -3.1586212 51.5100052)",1.4871664982231556,0.0029597230966319733,,,,,,
269093349,269093471,0,24762139,False,,,Ael-y-Bryn,residential,,False,69.873,,"LINESTRING (-3.1572858 51.508537, -3.1570479 51.5086974, -3.1569681 51.5087537, -3.1568369 51.508847, -3.1566138 51.5090059)",1.4626621481924058,0.0021721865362104315,,,,,,
269093349,269093331,0,24762139,False,,,Ael-y-Bryn,residential,,True,53.143,,"LINESTRING (-3.1572858 51.508537, -3.1574373 51.5084291, -3.1574842 51.5083988, -3.1575365 51.5083699, -3.1576017 51.5083411, -3.1576671 51.5083145, -3.1578781 51.5082407)",1.4871664982156376,0.0025661114466042616,,,,,,
269093349,2611167880,0,24762141,False,,,Ael-y-Bryn,residential,,False,57.11,,"LINESTRING (-3.1572858 51.508537, -3.157734 51.5087916, -3.1578232 51.5088425, -3.1578905 51.5087987)",1.241549969377605,0.00019786307874950534,,,,,,
